TIME,DEPTH,ROP,WOB,RPM,TORQUE,PRESSURE,HOOKLOAD,FLOW
,2579.913,,,,,,,
,2580.065,,,,,,,
,2580.217,,,,,,,
,2580.37,,,,,,,
,2580.522,,,,,,,
,2580.675,,,,,,,
,2580.827,,,,,,,
,2580.979,,,,,,,
,2581.132,,,,,,,
,2581.284,,,,,,,
,2581.437,,,,,,,
,2581.589,,,,,,,
,2581.741,,,,,,,
,2581.894,,,,,,,
,2582.046,,,,,,,
,2582.199,,,,,,,
,2582.351,,,,,,,
,2582.503,,,,,,,
,2582.656,,,,,,,
,2582.808,,,,,,,
,2582.961,,,,,,,
,2583.113,,,,,,,
,2583.265,,,,,,,
,2583.418,,,,,,,
,2583.57,,,,,,,
,2583.723,,,,,,,
,2583.875,,,,,,,
,2584.027,,,,,,,
,2584.18,,,,,,,
,2584.332,,,,,,,
,2584.485,,,,,,,
,2584.637,,,,,,,
,2584.789,,,,,,,
,2584.942,,,,,,,
,2585.094,,,,,,,
,2585.247,,,,,,,
,2585.399,,,,,,,
,2585.551,,,,,,,
,2585.704,,,,,,,
,2585.856,,,,,,,
,2586.009,,,,,,,
,2586.161,,,,,,,
,2586.313,,,,,,,
,2586.466,,,,,,,
,2586.618,,,,,,,
,2586.771,,,,,,,
,2586.923,,,,,,,
,2587.075,,,,,,,
,2587.228,,,,,,,
,2587.38,,,,,,,
,2587.533,,,,,,,
,2587.685,,,,,,,
,2587.837,,,,,,,
,2587.99,,,,,,,
,2588.142,,,,,,,
,2588.295,,,,,,,
,2588.447,,,,,,,
,2588.599,,,,,,,
,2588.752,,,,,,,
,2588.904,,,,,,,
,2589.057,,,,,,,
,2589.209,,,,,,,
,2589.361,,,,,,,
,2589.514,,,,,,,
,2589.666,,,,,,,
,2589.819,,,,,,,
,2589.971,,,,,,,
,2590.123,,,,,,,
,2590.276,,,,,,,
,2590.428,,,,,,,
,2590.581,,,,,,,
,2590.733,,,,,,,
,2590.885,,,,,,,
,2591.038,,,,,,,
,2591.19,,,,,,,
,2591.343,,,,,,,
,2591.495,,,,,,,
,2591.647,,,,,,,
,2591.8,,,,,,,
,2591.952,,,,,,,
,2592.105,,,,,,,
,2592.257,,,,,,,
,2592.409,,,,,,,
,2592.562,,,,,,,
,2592.714,,,,,,,
,2592.867,,,,,,,
,2593.019,,,,,,,
,2593.171,,,,,,,
,2593.324,,,,,,,
,2593.476,,,,,,,
,2593.629,,,,,,,
,2593.781,,,,,,,
,2593.933,,,,,,,
,2594.086,,,,,,,
,2594.238,,,,,,,
,2594.391,,,,,,,
,2594.543,,,,,,,
,2594.695,,,,,,,
,2594.848,,,,,,,
,2595,,,,,,,
,2595.153,,,,,,,
,2595.305,,,,,,,
,2595.457,,,,,,,
,2595.61,,,,,,,
,2595.762,,,,,,,
,2595.915,,,,,,,
,2596.067,,,,,,,
,2596.219,,,,,,,
,2596.372,,,,,,,
,2596.524,,,,,,,
,2596.677,,,,,,,
,2596.829,,,,,,,
,2596.981,,,,,,,
,2597.134,,,,,,,
,2597.286,,,,,,,
,2597.439,,,,,,,
,2597.591,,,,,,,
,2597.743,,,,,,,
,2597.896,,,,,,,
,2598.048,,,,,,,
,2598.201,,,,,,,
,2598.353,,,,,,,
,2598.505,,,,,,,
,2598.658,,,,,,,
,2598.81,,,,,,,
,2598.963,,,,,,,
,2599.115,,,,,,,
,2599.267,,,,,,,
,2599.42,,,,,,,
,2599.572,,,,,,,
,2599.725,,,,,,,
,2599.877,,,,,,,
,2600.029,,,,,,,
,2600.182,,,,,,,
,2600.334,,,,,,,
,2600.487,,,,,,,
,2600.639,,,,,,,
,2600.791,,,,,,,
,2600.944,,,,,,,
,2601.096,,,,,,,
,2601.249,,,,,,,
,2601.401,,,,,,,
,2601.553,,,,,,,
,2601.706,,,,,,,
,2601.858,,,,,,,
,2602.011,,,,,,,
,2602.163,,,,,,,
,2602.315,,,,,,,
,2602.468,,,,,,,
,2602.62,,,,,,,
,2602.773,,,,,,,
