TIME,ROP5,TV07,HY_RT,SRV_HX,TV08,SRV_GZ,GRID_CORR,DBTV,TTV1,TV12,SDEP_CONT_RT,TV06,GTF_RT,BPOS,SRVAZI,GRM1,MBOT,TV10,CUREDT_RT,TV05,SRVEW,TV03,MDOA,GZ_RT,HKLD,TDH,TV04,SRV_GX,RHX_RT,GRR,BOUNCE_RT,MTOA,DRTM,PASS_NAME,DMEA,SRV_HY,SHKRSK_RT,SPM2,INCL_CONT_RT,TV02,TRPM_RT,CPPA,FVOC,SPPA,MAG_DEC,TFLO,TEMP_DNI_RT,DRILLTM_RT,SHK3TM_RT,TTV2,TV11,SHKRATE_RT,MFOP,TV14,DNI_MP,CFIA,RGX_RT,TOTAL_CORR,SRVTYPE,TQA,AJAM_MWD,RSDX,HOURS_DM_RT,SWOB,SPM1,MWTI,TVCA,RSUX,SRVTVD,SHKPK_RT,BTVD,SRVNS,DBTM,GASA,CHKP,SRV_HZ,SRV_GY,DNISTAT,ROP,SPM3,DVER,GY_RT,TV13,BITRUN,ACTC,TVT,RPM,AZIM_CONT_RT,WHIRL_RT,TVA,TF_CORR,TVDE,SRVDEPTH,MTF_RT,SRVINC,SHKTOT_RT,HZ_RT,TV09,TV01
2007-12-01T07:26:42.000Z,,0.019999966893984,,,9.34000012024632,,,,6.19000008786281,0.299999980371672,,1.10000008701677,,15.0200005416,,,,5.40999978912439,,68.1900023908339,,70.639999448258,1.01999999679079,,62.7329419690073,15.3700000000001,78.0199966123891,,,,,4.0700000000001,0,,144.000000036,,,0,,75.0999984251086,,-39.0000015756026,0.019999966893984,159.000004832513,,0,,,,0.009999983446992,0.309999963818664,,0,0.009999983446992,,0,,,,0,,0,,0,0,1.02999999088548,0.019999966893984,0,,,,,1.720000116,0,18.999999883658,,,,14.3000001528,0,144.000000036,,10.2399997433867,,9,418.999999931585,0,,,163.009994565303,,,,,,,,15.5699996649352,78.5800018859255
2007-12-01T07:26:47.011Z,,0.019999966893984,,,9.34000012024632,,,,6.19000008786281,0.309999963818664,,1.10000008701677,,15.0200005416,,,,5.40999978912439,,68.1800003405519,,70.639999448258,1.01999999679079,,62.8145173816052,15.3700000000001,78.0299988216583,,,,,4.06000000000009,0,,144.000000036,,,0,,75.0999984251086,,-40.0000033838892,0.019999966893984,123.000001787013,,0,,,,0.009999983446992,0.309999963818664,,0,0.009999983446992,,0,,,,0,,0,,0,0,1.02999999088548,0.019999966893984,0,,,,,1.720000116,0,29.9999990905382,,,,14.3000001528,0,144.000000036,,10.2299996009524,,9,418.999999931585,0,,,163.009994565303,,,,,,,,15.5699996649352,78.5800018859255
2007-12-01T07:26:50.986Z,,0.019999966893984,,,9.34000012024632,,,,6.19000008786281,0.319999947265656,,1.10000008701677,,15.0200005416,,,,5.40999978912439,,68.1800003405519,,70.639999448258,1.01999999679079,,62.712547095275,15.3700000000001,78.0199966123891,,,,,4.06000000000009,0,,144.000000036,,,0,,75.0999984251086,,-40.9999982974184,0.019999966893984,114.999994215477,,0,,,,0.009999983446992,0.309999963818664,,0,0.009999983446992,,0,,,,0,,0,,0,0,1.02999999088548,0.019999966893984,0,,,,,1.720000116,0,23.000000222047,,,,14.3000001528,0,144.000000036,,10.2200002534547,,9,418.999999931585,0,,,163.009994565303,,,,,,,,15.5699996649352,78.5899963048168
2007-12-01T07:26:55.997Z,,0.019999966893984,,,9.34000012024632,,,,6.19000008786281,0.319999947265656,,1.10000008701677,,15.0200005416,,,,5.40999978912439,,68.1800003405519,,70.639999448258,1.01999999679079,,62.7329419690073,15.3700000000001,78.0199966123891,,,,,4.0700000000001,0,,144.000000036,,,0,,75.0999984251086,,-40.9999982974184,0.039999933787968,100.000001564966,,0,,,,0.009999983446992,0.309999963818664,,0,0.009999983446992,,0,,,,0,,0,,0,0,1.02999999088548,0.039999933787968,0,,,,,1.720000116,0,20.9999966054739,,,,14.3000001528,0,144.000000036,,10.2200002534547,,9,419.019989087342,0,,,163.039993243746,,,,,,,,15.5600004764247,78.610000564368
2007-12-01T07:26:59.971Z,,0.019999966893984,,,9.34000012024632,,,,6.19000008786281,0.319999947265656,,1.10000008701677,,15.0200005416,,,,5.40999978912439,,68.1800003405519,,70.639999448258,1.01999999679079,,62.6921522215427,15.3700000000001,78.0199966123891,,,,,4.06000000000009,0,,144.000000036,,,0,,75.0999984251086,,-42.000000105705,0.050000076222264,128.999998847217,,0,,,,0.009999983446992,0.309999963818664,,0,0.009999983446992,,0,,,,0,,0,,0,0,1.02999999088548,0.050000076222264,0,,,,,1.720000116,0,18.999999883658,,,,14.3000001528,0,144.000000036,,10.2100001110204,,9,419.019989087342,0,,,163.039993243746,,,,,,,,15.5699996649352,78.5899963048168
2007-12-01T07:27:04.982Z,,0.019999966893984,,,9.34000012024632,,,,6.19000008786281,0.319999947265656,,1.10000008701677,,15.0200005416,,,,5.40999978912439,,68.1900023908339,,70.639999448258,1.01999999679079,,62.7941261366119,15.3700000000001,78.0199966123891,,,,,4.0700000000001,0,,144.000000036,,,0,,75.0899963748267,,-40.9999982974184,0.019999966893984,116.999997832051,,0,,,,0.009999983446992,0.309999963818664,,0,0.009999983446992,,0,,,,0,,0,,0,0,1.02999999088548,0.019999966893984,0,,,,,1.720000116,0,23.000000222047,,,,14.3000001528,0,144.000000036,,10.2200002534547,,9,418.989990249912,0,,,163.009994565303,,,,,,,,15.5699996649352,78.5800018859255
2007-12-01T07:27:09.043Z,,0.019999966893984,,,9.34000012024632,,,,6.19000008786281,0.319999947265656,,1.09000010356978,,15.0200005416,,,,5.40999978912439,,68.1800003405519,,70.639999448258,1.01999999679079,,62.6411670783776,15.3700000000001,78.0199966123891,,,,,4.06000000000009,0,,144.000000036,,,0,,75.0899963748267,,-40.9999982974184,0.019999966893984,129.999993760747,,0,,,,0.009999983446992,0.309999963818664,,0,0.009999983446992,,0,,,,0,,0,,0,0,1.02999999088548,0.019999966893984,0,,,,,1.720000116,0,17.9999980753715,,,,14.3000001528,0,144.000000036,,10.2200002534547,,9,418.980010934815,0,,,163.009994565303,,,,,,,,15.5699996649352,78.5800018859255
2007-12-01T07:27:13.968Z,,0.019999966893984,,,9.34000012024632,,,,6.19000008786281,0.319999947265656,,1.10000008701677,,15.0200005416,,,,5.40999978912439,,68.1800003405519,,70.639999448258,1.01999999679079,,62.7839271121724,15.3700000000001,78.0199966123891,,,,,4.06000000000009,0,,144.000000036,,,0,,75.0999984251086,,-40.9999982974184,0.009999983446992,136.999999523995,,0,,,,0.009999983446992,0.309999963818664,,0,0.009999983446992,,0,,,,0,,0,,0,0,1.02999999088548,0.009999983446992,0,,,,,1.720000116,0,2.99999853010237,,,,14.3000001528,0,144.000000036,,10.2200002534547,,9,418.989990249912,0,,,163.009994565303,,,,,,,,15.5699996649352,78.5800018859255
2007-12-01T07:27:18.029Z,,0.019999966893984,,,9.34000012024632,,,,6.19000008786281,0.319999947265656,,1.10000008701677,,15.0200005416,,,,5.40999978912439,,68.1999969687125,,70.639999448258,1.01999999679079,,62.7839271121724,15.3700000000001,78.0299988216583,,,,,4.06000000000009,0,,144.000000036,,,0,,75.0999984251086,,-37.9999997673161,0.019999966893984,124.999998508828,,0,,,,0.009999983446992,0.309999963818664,,0,0.009999983446992,,0,,,,0,,0,,0,0,1.02999999088548,0.019999966893984,0,,,,,1.720000116,0,-8.00000067677784,,,,14.3000001528,0,144.000000036,,10.2200002534547,,9,419.010009772245,0,,,163.009994565303,,,,,,,,15.5699996649352,78.5800018859255
2007-12-01T07:27:23.040Z,,0.019999966893984,,,9.34000012024632,,,,6.19000008786281,0.309999963818664,,1.10000008701677,,15.0200005416,,,,5.40999978912439,,68.1999969687125,,70.639999448258,1.01999999679079,,62.7941261366119,15.3700000000001,78.0199966123891,,,,,4.06000000000009,0,,144.000000036,,,0,,75.0999984251086,,-39.0000015756026,0.019999966893984,139.999998054098,,0,,,,0.009999983446992,0.309999963818664,,0,0.009999983446992,,0,,,,0,,0,,0,0,1.02999999088548,0.019999966893984,0,,,,,1.720000116,0,4.00000033838892,,,,14.3000001528,0,144.000000036,,10.2200002534547,,9,419.010009772245,0,,,163.009994565303,,,,,,,,15.5699996649352,78.5800018859255
